date,symbol,actual_units,weight,price,stop,entry_close_anchor,stop_broken,price_exit,stale,mature,stop_only,risk_cap,reason,subsequent40_price_return,subsequent40_price_drawdown
2023-02-17,sh603986,1522.0190574298224,0.07223527189793455,107.03,106.8305,120.92,False,True,False,False,False,1,MARKET_WEAK_WARNING|PROTECTIVE_INVENTORY_PENDING|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION,0.25387777985423288,0.078749652165847395
2023-03-15,sz300394,26032.813781788351,0.13599258623142021,11.464,11.913,12.467000000000001,True,False,False,False,True,1,MARKET_WEAK_WARNING|PROTECTIVE_INVENTORY_PENDING|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION,0.47952443857331573,0.3089575737487571
2023-03-15,sz300502,133787.34262070723,0.60134822721360737,9.8640000000000008,10.016999999999999,8.1950000000000003,True,False,False,True,True,1,MARKET_WEAK_WARNING|PROTECTIVE_INVENTORY_PENDING|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION,1.1475934724230528,0.28778168286127759
2023-05-04,sz300394,19362.060731191727,0.085627917060945122,17.783999999999999,18.216999999999999,16.096,True,False,False,True,True,1,MARKET_WEAK_WARNING|PROTECTIVE_INVENTORY_PENDING|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION,1.019478357380688,0.20017505263406909
2023-06-27,sz300502,1993.0316041388051,0.012392789434078696,30.385000000000002,30.939700000000002,28.742000000000001,True,False,False,True,True,1,MARKET_WEAK_WARNING|PROTECTIVE_INVENTORY_PENDING|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION,-0.16591668371173385,0.3515154939126014
2023-07-05,sz300308,23769.454433446754,0.4891757740833545,97.623999999999995,97.700249999999997,24.103999999999999,True,False,False,True,True,1,MARKET_WEAK_WARNING|PROTECTIVE_INVENTORY_PENDING|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION,-0.16787699755882413,0.32827760025203656
2023-07-12,sh688008,43820.765372468879,0.54111465908909906,57.512999999999998,53.813000000000002,60.402999999999999,False,False,False,False,False,0,CROSS_SECTION_SHOCK|PROTECTIVE_INVENTORY_PENDING|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION,-0.09338373638513453,0.22987935057842213
2023-07-20,sz300308,6953.9530842745444,0.14332084270761294,91.186000000000007,97.501000000000005,106.482,True,True,False,False,False,0.5,RECOVERY_WAIT|PROTECTIVE_INVENTORY_PENDING|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION,-0.21555382540326562,0.28196892439876342
2023-07-21,sz300394,16927.693401068675,0.12109946787217245,31.530000000000001,30.815999999999999,37.662999999999997,False,True,False,False,False,0.5,RECOVERY_WAIT|PROTECTIVE_INVENTORY_PENDING|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION,-0.21340845783742712,0.33777481678880739
2023-08-04,sh603986,9693.212185996792,0.23607351017627048,105.77,104.12,105.77,False,True,False,False,False,0.25,RECOVERY_WAIT|PROTECTIVE_INVENTORY_PENDING|ECONOMIC_CEILING_SEPARATE_FROM_DECLARATION,-0.022230776633625271,0.15569838833461236
