date,participation_log,selection_log,execution_log,total_log
2024-01-26,0,0.0077536476505358932,0,0.007753647650535894
2024-01-29,0,0.022162742506835042,0.0048378648174324749,0.027000607324267515
2024-01-30,0,0.0051886889181656385,-0.003066589187154258,0.00212209973101138
2024-01-31,0,0,0,0
2024-02-01,0,0,0,0
2024-02-02,0,0,0,0
2024-02-05,0,0,0,0
2024-02-06,0,0,0,0
2024-02-07,0,0,0,0
2024-02-08,0,0,0,0
2024-02-19,0,0,-4.7266590238466411e-05,-4.7266590238466411e-05
2024-02-20,5.8956641847965793e-06,1.1137824019281908e-19,0,5.8956641847966902e-06
2024-02-21,1.7703660290533519e-05,-3.4262162029371256e-19,0,1.7703660290533177e-05
2024-02-22,-2.0972632118043796e-06,-1.3097954970976118e-19,0.011099730697396632,0.011097633434184826
2024-02-23,-0.0028770378587106042,0.0145633362104611,0,0.011686298351750495
2024-02-26,-0.0018736257071571844,-0.0070577749333467135,0,-0.0089314006405038972
2024-02-27,0.011854649480209653,-0.020082185241086545,0,-0.0082275357608768904
2024-02-28,-0.0072265236693213036,0.019315048783471976,0,0.012088525114150674
2024-02-29,0.016422267140642838,0.014520490743272654,0,0.030942757883915491
2024-03-01,0.0041349273168627939,-0.0014962660270679625,0,0.002638661289794831
2024-03-04,0.002193095456130873,-0.011619954114685194,0,-0.0094268586585543202
2024-03-05,-0.0031723192641284707,-0.0051491138254814335,0,-0.0083214330896099042
2024-03-06,-8.3488006396900395e-05,0.0035849766692951711,0,0.0035014886628982711
2024-03-07,-0.00094855209913269985,0.0078712859418113724,0,0.0069227338426786737
2024-03-08,0.0089389201360717298,-0.01212146533451677,0,-0.0031825451984450401
2024-03-11,-0.00097244969903912781,0.013033697640591058,0,0.012061247941551931
2024-03-12,-0.0042299561525109587,0.0066648508791049207,0,0.002434894726593962
2024-03-13,-0.0014604348550194813,-0.0096814597319788906,0,-0.011141894586998371
2024-03-14,0.0031051455108808347,-0.017511579729331078,0,-0.014406434218450245
2024-03-15,0.0035070612227803368,-0.020075132461725688,0,-0.016568071238945353
2024-03-18,0.0057217516955560986,0.0047701621315952248,0,0.010491913827151323
2024-03-19,-0.00089347437657642966,0.0072078017497830792,0,0.0063143273732066503
2024-03-20,0.00034448057889551424,0.010644665801257093,0,0.010989146380152607
2024-03-21,0.001275354326504756,0.0096134000441667148,0,0.010888754370671471
2024-03-22,0.0047738127683042654,0.014319514788283654,0,0.019093327556587918
2024-03-25,-0.00025618612636668517,0.010274692714112342,0,0.010018506587745658
2024-03-26,-0.0035582906564281809,0.0093913196660104538,-0.0028867722788439064,0.0029462567307383656
2024-03-27,0,0,0,0
2024-03-28,0,0,0,0
2024-03-29,0,0,0,0
2024-04-01,0,0,0,0
2024-04-02,0,0,0,0
2024-04-03,0,0,0,0
2024-04-08,0,0,0,0
2024-04-09,0,0,0,0
2024-04-10,0,0,0,0
2024-04-11,0,0,0,0
2024-04-12,0,0,0,0
2024-04-15,0,0,0,0
2024-04-16,0,0,0,0
2024-04-17,0,0,0,0
2024-04-18,0,0,0,0
2024-04-19,0,0,0,0
2024-04-22,0,0,0,0
2024-04-23,0,0,0,0
2024-04-24,0,0,0,0
2024-04-25,0,0,0,0
2024-04-26,0,0,0,0
2024-04-29,0,0,0.0059851656406544355,0.0059851656406544355
2024-04-30,-0.0020171716420143574,-0.00075964887636103065,0,-0.0027768205183753879
2024-05-06,-0.001073649022404109,0.001954558545872463,0,0.0008809095234683542
2024-05-07,-0.0027786019569025888,0.0055400105328206693,0,0.0027614085759180805
2024-05-08,-0.0024431852473017304,-0.0027013414521438496,0,-0.0051445266994455795
2024-05-09,-3.8422934728232613e-05,0.00032893999205529066,0,0.00029051705732705804
2024-05-10,-0.0073788760116647294,-0.009278329081719959,0,-0.01665720509338469
2024-05-13,-0.0024952848877848014,-0.0037776653387822275,0.0020531217450312314,-0.0042198284815357975
2024-05-14,0.0051900883679108379,0.0006672305765959125,0.0023973410400215328,0.0082546599845282828
2024-05-15,0.0082602849474566423,0.0035894753186410931,0,0.011849760266097735
2024-05-16,0.015639686526020987,0.0044192922693583984,6.6408958397276242e-06,0.02006561969121911
2024-05-17,0.02001630114717089,0.0031872545517902251,-0.033782434437750329,-0.010578878738789214
2024-05-20,-0.001251129570233746,-0.0048859553412808256,0,-0.0061370849115145714
2024-05-21,0.0023029026151065953,-0.0065149748059389603,0,-0.0042120721908323645
2024-05-22,-0.00055210769082692391,0.0036503723556243258,0.0069046436079016425,0.010002908272699043
2024-05-23,-0.0038530427893863906,-0.0077592715733429572,0,-0.011612314362729349
2024-05-24,-0.005574637292088647,-0.0012725702294496186,0,-0.006847207521538265
2024-05-27,0.0021653162502504202,-0.003552435137825279,0,-0.0013871188875748588
2024-05-28,-0.0024683848783041509,-0.0051651397019766617,0,-0.0076335245802808122
2024-05-29,0.00011006324852029769,0.0024137828231233197,0,0.0025238460716436178
2024-05-30,-0.00037054259242305616,-0.0014110330696762525,0,-0.0017815756620993086
2024-05-31,0.001152072383384196,0.001215493754609455,-0.00059016217131542526,0.0017774039666782265
2024-06-03,-0.0016361228426732162,-0.0097533703581141207,6.9379557701855049e-05,-0.01132011364308548
2024-06-04,-0.00094404870750006695,-0.0022464889820821639,-0.0014366231429422732,-0.0046271608325245041
2024-06-05,-4.9251808896616742e-05,0.010501734385064739,0,0.010452482576168123
2024-06-06,0.00028631041890164304,-0.0057133931684172851,0,-0.005427082749515642
2024-06-07,-0.00032681752837882385,0.010385699777072611,0,0.010058882248693788
2024-06-11,-0.00045121793062082016,0.013277154578874394,-0.0037845248766127508,0.0090414117716408234
2024-06-12,-0.00091536427979164255,0.0093455378343349667,0,0.0084301735545433236
2024-06-13,-0.0020702607072370601,-0.011470944258766,0,-0.013541204966003062
2024-06-14,-0.0017568963725704632,-0.036054047409972596,0,-0.037810943782543058
2024-06-17,-0.0053010764239840987,0.0085824115888910365,0,0.0032813351649069386
2024-06-18,0.0011663959176931591,-0.018324610051065861,0,-0.017158214133372703
2024-06-19,-0.0026387170786114069,0.0015172418425862247,0,-0.0011214752360251823
2024-06-20,0.00070932066125575506,0.0057327217331844833,0,0.0064420423944402385
2024-06-21,-0.00017166476521670139,0.00094307945757042967,0,0.00077141469235372827
2024-06-24,0.0048250750688484962,-0.012189528689103274,0,-0.0073644536202547781
2024-06-25,0.0049607815913358727,-0.0001409580643227132,0.0060153079259580751,0.010835131452971235
2024-06-26,0,0,0,0
2024-06-27,0,0,0,0
2024-06-28,0,0,0,0
2024-07-01,0,0,0,0
2024-07-02,0,0,0,0
2024-07-03,0,0,0,0
2024-07-04,0,0,0,0
2024-07-05,0,0,0,0
2024-07-08,0,0,0,0
2024-07-09,0,0,0,0
2024-07-10,0,0,0,0
2024-07-11,0,0,0,0
2024-07-12,0,0,-4.6846702242437505e-06,-4.6846702242437505e-06
2024-07-15,1.9781987263222941e-06,-8.4859467886103263e-20,0,1.9781987263222094e-06
2024-07-16,-3.8960806889308733e-07,-5.5195946486272999e-20,0,-3.8960806889314255e-07
2024-07-17,1.296577536650237e-05,-2.6574871657924994e-19,0,1.2965775366502105e-05
2024-07-18,4.6882993616770099e-06,8.8641344617906775e-19,0,4.6882993616778959e-06
2024-07-19,1.1601764796908402e-05,1.4004664434458292e-18,0,1.1601764796909803e-05
2024-07-22,8.6967611925396069e-07,1.1328017849248314e-19,1.0950051191580944e-06,1.964681238411951e-06
2024-07-23,4.4777651898317537e-06,-4.5117039811325231e-19,2.8988972757345433e-05,3.3466737947174946e-05
2024-07-24,7.4234402543136297e-06,-8.2243542015035936e-19,-3.9395451946055951e-06,3.4838950597072121e-06
2024-07-25,0,0,0,0
2024-07-26,0,0,0,0
2024-07-29,0,0,0,0
2024-07-30,0,0,0,0
2024-07-31,0,0,0,0
2024-08-01,0,0,0,0
2024-08-02,0,0,0,0
2024-08-05,0,0,0,0
2024-08-06,0,0,0,0
2024-08-07,0,0,0,0
2024-08-08,0,0,0,0
2024-08-09,0,0,0,0
2024-08-12,0,0,0,0
2024-08-13,0,0,0,0
2024-08-14,0,0,0,0
2024-08-15,0,0,0,0
2024-08-16,0,0,0,0
2024-08-19,0,0,0,0
2024-08-20,0,0,0,0
2024-08-21,0,0,0,0
2024-08-22,0,0,0,0
2024-08-23,0,0,0,0
2024-08-26,0,0,0,0
2024-08-27,0,0,0,0
2024-08-28,0,0,0,0
2024-08-29,0,0,0,0
2024-08-30,0,0,0,0
2024-09-02,0,0,0,0
2024-09-03,0,0,0,0
2024-09-04,0,0,0,0
2024-09-05,0,0,0,0
2024-09-06,0,0,0,0
2024-09-09,0,0,0,0
2024-09-10,0,0,0,0
2024-09-11,0,0,0,0
2024-09-12,0,0,0,0
2024-09-13,0,0,0,0
2024-09-18,0,0,0,0
2024-09-19,0,0,0,0
2024-09-20,0,0,0,0
2024-09-23,0,0,0,0
2024-09-24,0,0,0,0
2024-09-25,0,0,0,0
2024-09-26,0,0,0,0
2024-09-27,0,0,-0.0023874464946498156,-0.0023874464946498156
2024-09-30,-0.011759683088708849,0.0016606383270704845,0,-0.010099044761638365
2024-10-08,-0.012169123611396946,-0.00017779506652657493,0,-0.012346918677923521
2024-10-09,-0.0012794579763258523,-0.0018082079674684279,-0.0057913510497471597,-0.0088790169935414401
2024-10-10,0.0021442493463801958,0.0034154850838587275,-0.0029656529576518845,0.0025940814725870388
2024-10-11,0.00255066171231003,-0.025354710267383441,0.0015344452912326701,-0.021269603263840739
2024-10-14,-0.006328047432382921,0.01844349161344418,-0.018394137302772503,-0.0062786931217112436
2024-10-15,0.016653906870604238,0.00019445657067161036,0.0008709808053124241,0.017719344246588276
2024-10-16,0.011550962353623136,0.012463156382078228,-0.008282584189671871,0.015731534546029494
2024-10-17,0.00028308493049838973,-0.00011786500156361447,-0.0011645718407770522,-0.00099935191184227605
2024-10-18,0.044106754998294959,-0.010117619175177698,-0.038344785247866719,-0.0043556494247494471
2024-10-21,-0.0036718489616891776,-0.019224499986013551,0,-0.022896348947702729
2024-10-22,-0.0021415845347837145,0.015466297802219179,0,0.013324713267435463
2024-10-23,-0.0054431218284156559,-0.011859437863568393,0,-0.017302559691984049
2024-10-24,0.0011419724801173818,0.0070636437397292341,0,0.0082056162198466155
2024-10-25,0.00017292186840629301,0.010423187846223708,0,0.01059610971463
2024-10-28,-0.0028635336365470821,-0.023278740576510748,0,-0.026142274213057828
2024-10-29,0.00027563708512114583,-0.014981118165804294,0,-0.014705481080683147
2024-10-30,-0.0012537355647615136,-0.0069161977148837414,0,-0.0081699332796452539
2024-10-31,0.0024761445201699731,-0.0057115831942217976,0,-0.003235438674051825
2024-11-01,-0.0038075649728249008,0.024454195096860531,0,0.020646630124035635
2024-11-04,0.0016635753183306594,0.0054945976800599454,0,0.0071581729983906054
2024-11-05,0.0044692482746344318,-0.013955420230650935,0,-0.0094861719560165036
2024-11-06,3.3122533222275605e-05,-0.025762109627121416,0,-0.02572898709389914
2024-11-07,0.0077042377180885002,-0.0035221048736367015,-0.019448284603882759,-0.015266151759430961
2024-11-08,0.0067292207532846293,0.01558785842287206,0,0.02231707917615669
2024-11-11,-0.0028691032740330684,0.0037348310753971955,0.0098878657415652337,0.010753593542929363
2024-11-12,0.0051532255828789291,-0.00058197242875639003,0,0.0045712531541225385
2024-11-13,-0.0012489815790492087,-0.026103851688295224,0.0026455255828038114,-0.024707307684540623
2024-11-14,-0.0012109833574988683,0.01352365294134259,0,0.01231266958384372
2024-11-15,-0.0057989085473131854,-0.011350635634015368,0,-0.017149544181328552
2024-11-18,-0.0020438363395788028,-0.016292023964384405,-0.00016164350255670981,-0.018497503806519919
2024-11-19,0.002341627643260083,0.0042322990003371384,0.010642906043435879,0.017216832687033098
2024-11-20,-6.8303216996182651e-06,-0.055744273616383733,0,-0.05575110393808335
2024-11-21,-0.00063993133783564438,-0.020402263624333256,0,-0.0210421949621689
2024-11-22,0.0013258299832819339,-0.043263005395705045,0,-0.04193717541242311
2024-11-25,-0.00044191741482340794,-0.043048887777923733,0,-0.043490805192747145
2024-11-26,-0.00076423315078724598,0.069242188771897265,0,0.068477955621110018
2024-11-27,0.0001708901549006447,0.02528669029067258,0,0.025457580445573228
2024-11-28,-0.00068515893171192501,0.018472472861176693,-0.028095723501703317,-0.010308409572238546
2024-11-29,0.0078742154763458624,-0.0027727940960081063,-0.00533280266569217,-0.00023138128535441296
2024-12-02,0.0016813502116135824,0.0017726246415027376,-0.00031377634821734996,0.0031401985048989701
2024-12-03,0.0027100885121677009,-0.0002864842494787998,0,0.0024236042626889012
2024-12-04,-0.0044803900003511947,0.006015802075811638,0,0.0015354120754604433
2024-12-05,0.0046897234553561762,-0.0052237685316888233,0,-0.00053404507633264715
2024-12-06,0.0017610301923143804,0.015876814185236319,0,0.017637844377550699
2024-12-09,-0.011553574034702913,-0.0074108404991848689,0,-0.01896441453388778
2024-12-10,0.0031156158022011774,0.0055072487511960248,0.00034563290147261033,0.0089684974548698126
2024-12-11,0.0022244051859016791,-0.015343225240145676,0.0068529850125419803,-0.0062658350417020177
2024-12-12,0.0052099395778706968,-0.014381404427022491,0,-0.0091714648491517947
2024-12-13,-0.0032093410351518906,-0.0014868625647013549,0,-0.0046962035998532456
2024-12-16,-0.0132879229859999,-0.025496943761897858,0,-0.038784866747897759
2024-12-17,-0.0029234844570467954,-0.0010331264949545848,0.0036350139298092611,-0.00032159702219211952
2024-12-18,-0,-0.037668552446077266,0.0028047172774960452,-0.034863835168581221
2024-12-19,0,-0.012848206460468166,0.043480327877110904,0.030632121416642739
2024-12-20,-0.00091363482339779252,0.025532845415440156,0.006134088981285736,0.030753299573328098
2024-12-23,-0.0058521201394058061,0.0023296759317201288,-0.0010071473602928269,-0.004529591567978504
2024-12-24,-0.00035550789619751818,-0.0075275735760643777,0,-0.0078830814722618964
2024-12-25,0.00229188232606294,0.0076301572800217699,0,0.009922039606084709
2024-12-26,0.0046064304880470835,0.022564251763688033,0,0.027170682251735117
2024-12-27,-0.0068915174995133428,-0.026348787596708761,0.0014149728287731725,-0.031825332267448936
2024-12-30,0.00014303971986581602,-0.025471901102399181,0,-0.025328861382533364
2024-12-31,-0.0020110859936511372,-0.010694222558802129,0,-0.012705308552453266
2025-01-02,-0.0006815249161826499,0.0033337511635123588,0.0023317069117939344,0.0049839331591236425
2025-01-03,0,0,0,0
2025-01-06,0,0,0,0
2025-01-07,0,0,0,0
2025-01-08,0,0,0,0
2025-01-09,0,0,0,0
2025-01-10,0,0,0,0
2025-01-13,0,0,0,0
2025-01-14,0,0,0,0
2025-01-15,0,0,0,0
2025-01-16,0,0,1.7255358627496498e-05,1.7255358627496498e-05
2025-01-17,-5.9049001551273529e-06,-1.3852749080302343e-06,2.1893573156363437e-06,-5.1008177475212434e-06
2025-01-20,2.048850158737558e-06,-2.3086720213070839e-19,0.0039058152629281744,0.0039078641130869127
2025-01-21,7.3849786663580174e-05,-0.00086553904132033769,-0.0090897620653395683,-0.009881451319996324
2025-01-22,0.00023469684394771773,-0.063516784668020881,0,-0.063282087824073172
2025-01-23,0.00051010284554987731,0.015346538377115755,-0.0046033794533054595,0.011253261769360172
2025-01-24,-0.00033158118186600995,-0.019866160766048292,0,-0.020197741947914301
2025-01-27,-0.0022069279078272721,0.0083550342324568774,0,0.0061481063246296049
